Item Name,Base Item,Modifier,Slot,Level Req,Rarity,ATK,DEF,HP,Value
Wzmocniony Potowa Opaska Pianka,Potowa Opaska Pianka,Wzmocniony,helmet,8,Legendarny,0,62,87,3000
Żelaznego Muru Potowa Opaska Pianka,Potowa Opaska Pianka,Żelaznego Muru,helmet,8,Legendarny,0,77,87,3000
Lekki Potowa Opaska Pianka,Potowa Opaska Pianka,Lekki,helmet,8,Legendarny,5,43,87,3000
Zręczny Potowa Opaska Pianka,Potowa Opaska Pianka,Zręczny,helmet,8,Legendarny,10,50,87,3000
Zdrowy Potowa Opaska Pianka,Potowa Opaska Pianka,Zdrowy,helmet,8,Legendarny,0,48,154,3000
Żywotny Potowa Opaska Pianka,Potowa Opaska Pianka,Żywotny,helmet,8,Legendarny,0,48,221,3000
Niezniszczalny Potowa Opaska Pianka,Potowa Opaska Pianka,Niezniszczalny,helmet,8,Legendarny,0,76,137,3000
Ochronny Potowa Opaska Pianka,Potowa Opaska Pianka,Ochronny,helmet,8,Legendarny,0,55,117,3000
Kolczasty Potowa Opaska Pianka,Potowa Opaska Pianka,Kolczasty,helmet,8,Legendarny,15,52,87,3000
Odbijający Potowa Opaska Pianka,Potowa Opaska Pianka,Odbijający,helmet,8,Legendarny,20,60,87,3000
Święty Potowa Opaska Pianka,Potowa Opaska Pianka,Święty,helmet,8,Legendarny,0,62,237,3000
Mroczny Potowa Opaska Pianka,Potowa Opaska Pianka,Mroczny,helmet,8,Legendarny,0,67,67,3000
Starożytny Potowa Opaska Pianka,Potowa Opaska Pianka,Starożytny,helmet,8,Legendarny,0,89,87,3000
Zapomniany Potowa Opaska Pianka,Potowa Opaska Pianka,Zapomniany,helmet,8,Legendarny,0,72,127,3000
Królewski Potowa Opaska Pianka,Potowa Opaska Pianka,Królewski,helmet,8,Legendarny,10,62,87,3000
Tytanowy Potowa Opaska Pianka,Potowa Opaska Pianka,Tytanowy,helmet,8,Legendarny,0,72,287,3000
Demoniczny Potowa Opaska Pianka,Potowa Opaska Pianka,Demoniczny,helmet,8,Legendarny,30,76,37,3000
Boski Potowa Opaska Pianka,Potowa Opaska Pianka,Boski,helmet,8,Legendarny,20,86,387,3000
Solidny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Solidny,armor,15,Legendarny,0,152,268,12000
Gruby Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Gruby,armor,15,Legendarny,0,166,288,12000
Wzmocniony Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Wzmocniony,armor,15,Legendarny,0,180,268,12000
Żelaznego Muru Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Żelaznego Muru,armor,15,Legendarny,0,204,268,12000
Lekki Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Lekki,armor,15,Legendarny,5,125,268,12000
Zręczny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Zręczny,armor,15,Legendarny,10,145,268,12000
Zdrowy Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Zdrowy,armor,15,Legendarny,0,139,371,12000
Żywotny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Żywotny,armor,15,Legendarny,0,139,475,12000
Niezniszczalny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Niezniszczalny,armor,15,Legendarny,0,222,318,12000
Ochronny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Ochronny,armor,15,Legendarny,0,159,298,12000
Kolczasty Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Kolczasty,armor,15,Legendarny,15,152,268,12000
Odbijający Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Odbijający,armor,15,Legendarny,20,173,268,12000
Święty Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Święty,armor,15,Legendarny,0,180,418,12000
Mroczny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Mroczny,armor,15,Legendarny,0,194,248,12000
Starożytny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Starożytny,armor,15,Legendarny,0,212,268,12000
Zapomniany Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Zapomniany,armor,15,Legendarny,0,181,308,12000
Królewski Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Królewski,armor,15,Legendarny,10,180,268,12000
Tytanowy Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Tytanowy,armor,15,Legendarny,0,208,468,12000
Demoniczny Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Demoniczny,armor,15,Legendarny,30,222,218,12000
Boski Zbroja Mytnika Damiana,Zbroja Mytnika Damiana,Boski,armor,15,Legendarny,20,250,568,12000
Błyszczący Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Błyszczący,accessory,20,Legendarny,170,150,312,18000
Cenny Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Cenny,accessory,20,Legendarny,175,155,340,18000
Szczęśliwy Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Szczęśliwy,accessory,20,Legendarny,187,165,284,18000
Wojownika Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Wojownika,accessory,20,Legendarny,236,150,284,18000
Strażnika Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Strażnika,accessory,20,Legendarny,170,210,284,18000
Życia Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Życia,accessory,20,Legendarny,170,150,526,18000
Witalności Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Witalności,accessory,20,Legendarny,170,150,569,18000
Krwi Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Krwi,accessory,20,Legendarny,204,150,334,18000
Magiczny Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Magiczny,accessory,20,Legendarny,195,172,284,18000
Runiczny Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Runiczny,accessory,20,Legendarny,204,180,324,18000
Przeklęty Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Przeklęty,accessory,20,Legendarny,255,225,184,18000
Święty Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Święty,accessory,20,Legendarny,170,210,434,18000
Mroczny Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Mroczny,accessory,20,Legendarny,237,140,284,18000
Starożytny Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Starożytny,accessory,20,Legendarny,212,187,364,18000
Mistyczny Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Mistyczny,accessory,20,Legendarny,221,195,284,18000
Królewski Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Królewski,accessory,20,Legendarny,221,195,369,18000
Nieziemski Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Nieziemski,accessory,20,Legendarny,237,210,404,18000
Tytanowy Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Tytanowy,accessory,20,Legendarny,170,225,534,18000
Demoniczny Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Demoniczny,accessory,20,Legendarny,272,130,234,18000
Boski Mistyczny Naszyjnik Domci,Mistyczny Naszyjnik Domci,Boski,accessory,20,Legendarny,305,275,726,18000
Błyszczący Owijki 'PowerKeeper',Owijki 'PowerKeeper',Błyszczący,accessory,5,Legendarny,28,29,60,7500
Cenny Owijki 'PowerKeeper',Owijki 'PowerKeeper',Cenny,accessory,5,Legendarny,33,34,66,7500
Szczęśliwy Owijki 'PowerKeeper',Owijki 'PowerKeeper',Szczęśliwy,accessory,5,Legendarny,30,31,55,7500
Wojownika Owijki 'PowerKeeper',Owijki 'PowerKeeper',Wojownika,accessory,5,Legendarny,51,29,55,7500
Strażnika Owijki 'PowerKeeper',Owijki 'PowerKeeper',Strażnika,accessory,5,Legendarny,28,52,55,7500
Życia Owijki 'PowerKeeper',Owijki 'PowerKeeper',Życia,accessory,5,Legendarny,28,29,182,7500
Witalności Owijki 'PowerKeeper',Owijki 'PowerKeeper',Witalności,accessory,5,Legendarny,28,29,271,7500
Krwi Owijki 'PowerKeeper',Owijki 'PowerKeeper',Krwi,accessory,5,Legendarny,33,29,105,7500
Magiczny Owijki 'PowerKeeper',Owijki 'PowerKeeper',Magiczny,accessory,5,Legendarny,32,33,55,7500
Runiczny Owijki 'PowerKeeper',Owijki 'PowerKeeper',Runiczny,accessory,5,Legendarny,33,34,95,7500
Przeklęty Owijki 'PowerKeeper',Owijki 'PowerKeeper',Przeklęty,accessory,5,Legendarny,42,43,-45,7500
Święty Owijki 'PowerKeeper',Owijki 'PowerKeeper',Święty,accessory,5,Legendarny,28,40,205,7500
Mroczny Owijki 'PowerKeeper',Owijki 'PowerKeeper',Mroczny,accessory,5,Legendarny,39,19,55,7500
Starożytny Owijki 'PowerKeeper',Owijki 'PowerKeeper',Starożytny,accessory,5,Legendarny,35,36,135,7500
Mistyczny Owijki 'PowerKeeper',Owijki 'PowerKeeper',Mistyczny,accessory,5,Legendarny,36,37,55,7500
Królewski Owijki 'PowerKeeper',Owijki 'PowerKeeper',Królewski,accessory,5,Legendarny,36,37,71,7500
Nieziemski Owijki 'PowerKeeper',Owijki 'PowerKeeper',Nieziemski,accessory,5,Legendarny,39,40,175,7500
Tytanowy Owijki 'PowerKeeper',Owijki 'PowerKeeper',Tytanowy,accessory,5,Legendarny,28,43,305,7500
Demoniczny Owijki 'PowerKeeper',Owijki 'PowerKeeper',Demoniczny,accessory,5,Legendarny,44,9,5,7500
Boski Owijki 'PowerKeeper',Owijki 'PowerKeeper',Boski,accessory,5,Legendarny,92,93,382,7500
Ostry Klucz Czternastka Yomena,Klucz Czternastka Yomena,Ostry,weapon,22,Legendarny,297,0,0,27000
Ciężki Klucz Czternastka Yomena,Klucz Czternastka Yomena,Ciężki,weapon,22,Legendarny,342,0,0,27000
Zabójczy Klucz Czternastka Yomena,Klucz Czternastka Yomena,Zabójczy,weapon,22,Legendarny,378,0,0,27000
Krwawy Klucz Czternastka Yomena,Klucz Czternastka Yomena,Krwawy,weapon,22,Legendarny,310,0,20,27000
Ognisty Klucz Czternastka Yomena,Klucz Czternastka Yomena,Ognisty,weapon,22,Legendarny,334,0,0,27000
Lodowy Klucz Czternastka Yomena,Klucz Czternastka Yomena,Lodowy,weapon,22,Legendarny,297,10,0,27000
Trujący Klucz Czternastka Yomena,Klucz Czternastka Yomena,Trujący,weapon,22,Legendarny,351,0,-10,27000
Potężny Klucz Czternastka Yomena,Klucz Czternastka Yomena,Potężny,weapon,22,Legendarny,405,0,0,27000
Lekki Klucz Czternastka Yomena,Klucz Czternastka Yomena,Lekki,weapon,22,Legendarny,243,5,0,27000
Szybki Klucz Czternastka Yomena,Klucz Czternastka Yomena,Szybki,weapon,22,Legendarny,288,0,0,27000
Wampiryczny Klucz Czternastka Yomena,Klucz Czternastka Yomena,Wampiryczny,weapon,22,Legendarny,297,0,50,27000
Przeklęty Klucz Czternastka Yomena,Klucz Czternastka Yomena,Przeklęty,weapon,22,Legendarny,540,0,-50,27000
Święty Klucz Czternastka Yomena,Klucz Czternastka Yomena,Święty,weapon,22,Legendarny,324,10,30,27000
Mroczny Klucz Czternastka Yomena,Klucz Czternastka Yomena,Mroczny,weapon,22,Legendarny,351,-10,0,27000
Starożytny Klucz Czternastka Yomena,Klucz Czternastka Yomena,Starożytny,weapon,22,Legendarny,398,0,0,27000
Mistyczny Klucz Czternastka Yomena,Klucz Czternastka Yomena,Mistyczny,weapon,22,Legendarny,364,0,40,27000
Magiczny Klucz Czternastka Yomena,Klucz Czternastka Yomena,Magiczny,weapon,22,Legendarny,325,0,0,27000
Królewski Klucz Czternastka Yomena,Klucz Czternastka Yomena,Królewski,weapon,22,Legendarny,337,15,0,27000
Demoniczny Klucz Czternastka Yomena,Klucz Czternastka Yomena,Demoniczny,weapon,22,Legendarny,432,-20,0,27000
Boski Klucz Czternastka Yomena,Klucz Czternastka Yomena,Boski,weapon,22,Legendarny,486,20,100,27000
Solidny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Solidny,armor,30,Legendarny,0,394,734,67500
Gruby Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Gruby,armor,30,Legendarny,0,430,754,67500
Wzmocniony Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Wzmocniony,armor,30,Legendarny,0,466,734,67500
Żelaznego Muru Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Żelaznego Muru,armor,30,Legendarny,0,512,734,67500
Lekki Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Lekki,armor,30,Legendarny,5,323,734,67500
Zręczny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Zręczny,armor,30,Legendarny,10,376,734,67500
Zdrowy Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Zdrowy,armor,30,Legendarny,0,359,930,67500
Żywotny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Żywotny,armor,30,Legendarny,0,359,1127,67500
Niezniszczalny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Niezniszczalny,armor,30,Legendarny,0,574,784,67500
Ochronny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Ochronny,armor,30,Legendarny,0,412,764,67500
Kolczasty Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Kolczasty,armor,30,Legendarny,15,394,734,67500
Odbijający Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Odbijający,armor,30,Legendarny,20,448,734,67500
Święty Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Święty,armor,30,Legendarny,0,466,884,67500
Mroczny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Mroczny,armor,30,Legendarny,0,502,714,67500
Starożytny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Starożytny,armor,30,Legendarny,0,509,734,67500
Zapomniany Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Zapomniany,armor,30,Legendarny,0,445,774,67500
Królewski Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Królewski,armor,30,Legendarny,10,466,734,67500
Tytanowy Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Tytanowy,armor,30,Legendarny,0,538,934,67500
Demoniczny Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Demoniczny,armor,30,Legendarny,30,574,684,67500
Boski Nakolanniki Przeznaczenia Eczme,Nakolanniki Przeznaczenia Eczme,Boski,armor,30,Legendarny,20,646,1034,67500
Ostry Ognisty Topór Czeluści,Ognisty Topór Czeluści,Ostry,weapon,45,Legendarny,843,0,0,150000
Ciężki Ognisty Topór Czeluści,Ognisty Topór Czeluści,Ciężki,weapon,45,Legendarny,963,0,0,150000
Zabójczy Ognisty Topór Czeluści,Ognisty Topór Czeluści,Zabójczy,weapon,45,Legendarny,1073,0,0,150000
Krwawy Ognisty Topór Czeluści,Ognisty Topór Czeluści,Krwawy,weapon,45,Legendarny,882,0,20,150000
Ognisty Ognisty Topór Czeluści,Ognisty Topór Czeluści,Ognisty,weapon,45,Legendarny,930,0,0,150000
Lodowy Ognisty Topór Czeluści,Ognisty Topór Czeluści,Lodowy,weapon,45,Legendarny,843,10,0,150000
Trujący Ognisty Topór Czeluści,Ognisty Topór Czeluści,Trujący,weapon,45,Legendarny,997,0,-10,150000
Potężny Ognisty Topór Czeluści,Ognisty Topór Czeluści,Potężny,weapon,45,Legendarny,1150,0,0,150000
Lekki Ognisty Topór Czeluści,Ognisty Topór Czeluści,Lekki,weapon,45,Legendarny,690,5,0,150000
Szybki Ognisty Topór Czeluści,Ognisty Topór Czeluści,Szybki,weapon,45,Legendarny,810,0,0,150000
Wampiryczny Ognisty Topór Czeluści,Ognisty Topór Czeluści,Wampiryczny,weapon,45,Legendarny,843,0,50,150000
Przeklęty Ognisty Topór Czeluści,Ognisty Topór Czeluści,Przeklęty,weapon,45,Legendarny,1534,0,-50,150000
Święty Ognisty Topór Czeluści,Ognisty Topór Czeluści,Święty,weapon,45,Legendarny,920,10,30,150000
Mroczny Ognisty Topór Czeluści,Ognisty Topór Czeluści,Mroczny,weapon,45,Legendarny,997,-10,0,150000
Starożytny Ognisty Topór Czeluści,Ognisty Topór Czeluści,Starożytny,weapon,45,Legendarny,1093,0,0,150000
Mistyczny Ognisty Topór Czeluści,Ognisty Topór Czeluści,Mistyczny,weapon,45,Legendarny,1035,0,40,150000
Magiczny Ognisty Topór Czeluści,Ognisty Topór Czeluści,Magiczny,weapon,45,Legendarny,897,0,0,150000
Królewski Ognisty Topór Czeluści,Ognisty Topór Czeluści,Królewski,weapon,45,Legendarny,958,15,0,150000
Demoniczny Ognisty Topór Czeluści,Ognisty Topór Czeluści,Demoniczny,weapon,45,Legendarny,1227,-20,0,150000
Boski Ognisty Topór Czeluści,Ognisty Topór Czeluści,Boski,weapon,45,Legendarny,1380,20,100,150000
Błyszczący Oko Wulkanu,Oko Wulkanu,Błyszczący,accessory,45,Legendarny,520,433,1030,180000
Cenny Oko Wulkanu,Oko Wulkanu,Cenny,accessory,45,Legendarny,525,438,1124,180000
Szczęśliwy Oko Wulkanu,Oko Wulkanu,Szczęśliwy,accessory,45,Legendarny,572,476,937,180000
Wojownika Oko Wulkanu,Oko Wulkanu,Wojownika,accessory,45,Legendarny,691,433,937,180000
Strażnika Oko Wulkanu,Oko Wulkanu,Strażnika,accessory,45,Legendarny,520,577,937,180000
Życia Oko Wulkanu,Oko Wulkanu,Życia,accessory,45,Legendarny,520,433,1505,180000
Witalności Oko Wulkanu,Oko Wulkanu,Witalności,accessory,45,Legendarny,520,433,1418,180000
Krwi Oko Wulkanu,Oko Wulkanu,Krwi,accessory,45,Legendarny,624,433,987,180000
Magiczny Oko Wulkanu,Oko Wulkanu,Magiczny,accessory,45,Legendarny,598,497,937,180000
Runiczny Oko Wulkanu,Oko Wulkanu,Runiczny,accessory,45,Legendarny,624,519,977,180000
Przeklęty Oko Wulkanu,Oko Wulkanu,Przeklęty,accessory,45,Legendarny,780,649,837,180000
Święty Oko Wulkanu,Oko Wulkanu,Święty,accessory,45,Legendarny,520,606,1087,180000
Mroczny Oko Wulkanu,Oko Wulkanu,Mroczny,accessory,45,Legendarny,728,423,937,180000
Starożytny Oko Wulkanu,Oko Wulkanu,Starożytny,accessory,45,Legendarny,650,541,1017,180000
Mistyczny Oko Wulkanu,Oko Wulkanu,Mistyczny,accessory,45,Legendarny,676,562,937,180000
Królewski Oko Wulkanu,Oko Wulkanu,Królewski,accessory,45,Legendarny,676,562,1218,180000
Nieziemski Oko Wulkanu,Oko Wulkanu,Nieziemski,accessory,45,Legendarny,728,606,1057,180000
Tytanowy Oko Wulkanu,Oko Wulkanu,Tytanowy,accessory,45,Legendarny,520,649,1187,180000
Demoniczny Oko Wulkanu,Oko Wulkanu,Demoniczny,accessory,45,Legendarny,832,413,887,180000
Boski Oko Wulkanu,Oko Wulkanu,Boski,accessory,45,Legendarny,830,699,1705,180000
Solidny Kryształowy Pancerz,Kryształowy Pancerz,Solidny,armor,60,Legendarny,0,1054,2197,375000
Gruby Kryształowy Pancerz,Kryształowy Pancerz,Gruby,armor,60,Legendarny,0,1150,2217,375000
Wzmocniony Kryształowy Pancerz,Kryształowy Pancerz,Wzmocniony,armor,60,Legendarny,0,1246,2197,375000
Żelaznego Muru Kryształowy Pancerz,Kryształowy Pancerz,Żelaznego Muru,armor,60,Legendarny,0,1352,2197,375000
Lekki Kryształowy Pancerz,Kryształowy Pancerz,Lekki,armor,60,Legendarny,5,863,2197,375000
Zręczny Kryształowy Pancerz,Kryształowy Pancerz,Zręczny,armor,60,Legendarny,10,1006,2197,375000
Zdrowy Kryształowy Pancerz,Kryształowy Pancerz,Zdrowy,armor,60,Legendarny,0,959,2686,375000
Żywotny Kryształowy Pancerz,Kryształowy Pancerz,Żywotny,armor,60,Legendarny,0,959,3175,375000
Niezniszczalny Kryształowy Pancerz,Kryształowy Pancerz,Niezniszczalny,armor,60,Legendarny,0,1534,2247,375000
Ochronny Kryształowy Pancerz,Kryształowy Pancerz,Ochronny,armor,60,Legendarny,0,1102,2227,375000
Kolczasty Kryształowy Pancerz,Kryształowy Pancerz,Kolczasty,armor,60,Legendarny,15,1054,2197,375000
Odbijający Kryształowy Pancerz,Kryształowy Pancerz,Odbijający,armor,60,Legendarny,20,1198,2197,375000
Święty Kryształowy Pancerz,Kryształowy Pancerz,Święty,armor,60,Legendarny,0,1246,2347,375000
Mroczny Kryształowy Pancerz,Kryształowy Pancerz,Mroczny,armor,60,Legendarny,0,1342,2177,375000
Starożytny Kryształowy Pancerz,Kryształowy Pancerz,Starożytny,armor,60,Legendarny,0,1319,2197,375000
Zapomniany Kryształowy Pancerz,Kryształowy Pancerz,Zapomniany,armor,60,Legendarny,0,1165,2237,375000
Królewski Kryształowy Pancerz,Kryształowy Pancerz,Królewski,armor,60,Legendarny,10,1246,2197,375000
Tytanowy Kryształowy Pancerz,Kryształowy Pancerz,Tytanowy,armor,60,Legendarny,0,1438,2397,375000
Demoniczny Kryształowy Pancerz,Kryształowy Pancerz,Demoniczny,armor,60,Legendarny,30,1534,2147,375000
Boski Kryształowy Pancerz,Kryształowy Pancerz,Boski,armor,60,Legendarny,20,1726,2497,375000
Solidny Diadem Jaskini,Diadem Jaskini,Solidny,helmet,60,Legendarny,0,699,1450,300000
Gruby Diadem Jaskini,Diadem Jaskini,Gruby,helmet,60,Legendarny,0,763,1470,300000
Wzmocniony Diadem Jaskini,Diadem Jaskini,Wzmocniony,helmet,60,Legendarny,0,826,1450,300000
Żelaznego Muru Diadem Jaskini,Diadem Jaskini,Żelaznego Muru,helmet,60,Legendarny,0,900,1450,300000
Lekki Diadem Jaskini,Diadem Jaskini,Lekki,helmet,60,Legendarny,5,572,1450,300000
Zręczny Diadem Jaskini,Diadem Jaskini,Zręczny,helmet,60,Legendarny,10,667,1450,300000
Zdrowy Diadem Jaskini,Diadem Jaskini,Zdrowy,helmet,60,Legendarny,0,636,1790,300000
Żywotny Diadem Jaskini,Diadem Jaskini,Żywotny,helmet,60,Legendarny,0,636,2129,300000
Niezniszczalny Diadem Jaskini,Diadem Jaskini,Niezniszczalny,helmet,60,Legendarny,0,1017,1500,300000
Ochronny Diadem Jaskini,Diadem Jaskini,Ochronny,helmet,60,Legendarny,0,731,1480,300000
Kolczasty Diadem Jaskini,Diadem Jaskini,Kolczasty,helmet,60,Legendarny,15,699,1450,300000
Odbijający Diadem Jaskini,Diadem Jaskini,Odbijający,helmet,60,Legendarny,20,795,1450,300000
Święty Diadem Jaskini,Diadem Jaskini,Święty,helmet,60,Legendarny,0,826,1600,300000
Mroczny Diadem Jaskini,Diadem Jaskini,Mroczny,helmet,60,Legendarny,0,890,1430,300000
Starożytny Diadem Jaskini,Diadem Jaskini,Starożytny,helmet,60,Legendarny,0,883,1450,300000
Zapomniany Diadem Jaskini,Diadem Jaskini,Zapomniany,helmet,60,Legendarny,0,778,1490,300000
Królewski Diadem Jaskini,Diadem Jaskini,Królewski,helmet,60,Legendarny,10,826,1450,300000
Tytanowy Diadem Jaskini,Diadem Jaskini,Tytanowy,helmet,60,Legendarny,0,954,1650,300000
Demoniczny Diadem Jaskini,Diadem Jaskini,Demoniczny,helmet,60,Legendarny,30,1017,1400,300000
Boski Diadem Jaskini,Diadem Jaskini,Boski,helmet,60,Legendarny,20,1144,1750,300000
Ostry Mroźne Ostrze,Mroźne Ostrze,Ostry,weapon,75,Legendarny,1799,0,0,1125000
Ciężki Mroźne Ostrze,Mroźne Ostrze,Ciężki,weapon,75,Legendarny,2050,0,0,1125000
Zabójczy Mroźne Ostrze,Mroźne Ostrze,Zabójczy,weapon,75,Legendarny,2290,0,0,1125000
Krwawy Mroźne Ostrze,Mroźne Ostrze,Krwawy,weapon,75,Legendarny,1881,0,20,1125000
Ognisty Mroźne Ostrze,Mroźne Ostrze,Ognisty,weapon,75,Legendarny,1973,0,0,1125000
Lodowy Mroźne Ostrze,Mroźne Ostrze,Lodowy,weapon,75,Legendarny,1799,10,0,1125000
Trujący Mroźne Ostrze,Mroźne Ostrze,Trujący,weapon,75,Legendarny,2126,0,-10,1125000
Potężny Mroźne Ostrze,Mroźne Ostrze,Potężny,weapon,75,Legendarny,2454,0,0,1125000
Lekki Mroźne Ostrze,Mroźne Ostrze,Lekki,weapon,75,Legendarny,1472,5,0,1125000
Szybki Mroźne Ostrze,Mroźne Ostrze,Szybki,weapon,75,Legendarny,1722,0,0,1125000
Wampiryczny Mroźne Ostrze,Mroźne Ostrze,Wampiryczny,weapon,75,Legendarny,1799,0,50,1125000
Przeklęty Mroźne Ostrze,Mroźne Ostrze,Przeklęty,weapon,75,Legendarny,3272,0,-50,1125000
Święty Mroźne Ostrze,Mroźne Ostrze,Święty,weapon,75,Legendarny,1963,10,30,1125000
Mroczny Mroźne Ostrze,Mroźne Ostrze,Mroczny,weapon,75,Legendarny,2126,-10,0,1125000
Starożytny Mroźne Ostrze,Mroźne Ostrze,Starożytny,weapon,75,Legendarny,2310,0,0,1125000
Mistyczny Mroźne Ostrze,Mroźne Ostrze,Mistyczny,weapon,75,Legendarny,2208,0,40,1125000
Magiczny Mroźne Ostrze,Mroźne Ostrze,Magiczny,weapon,75,Legendarny,1896,0,0,1125000
Królewski Mroźne Ostrze,Mroźne Ostrze,Królewski,weapon,75,Legendarny,2045,15,0,1125000
Demoniczny Mroźne Ostrze,Mroźne Ostrze,Demoniczny,weapon,75,Legendarny,2617,-20,0,1125000
Boski Mroźne Ostrze,Mroźne Ostrze,Boski,weapon,75,Legendarny,2944,20,100,1125000
Błyszczący Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Błyszczący,accessory,75,Legendarny,1059,857,2244,1200000
Cenny Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Cenny,accessory,75,Legendarny,1064,862,2448,1200000
Szczęśliwy Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Szczęśliwy,accessory,75,Legendarny,1164,942,2040,1200000
Wojownika Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Wojownika,accessory,75,Legendarny,1391,857,2040,1200000
Strażnika Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Strażnika,accessory,75,Legendarny,1059,1129,2040,1200000
Życia Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Życia,accessory,75,Legendarny,1059,857,3160,1200000
Witalności Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Witalności,accessory,75,Legendarny,1059,857,2852,1200000
Krwi Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Krwi,accessory,75,Legendarny,1270,857,2090,1200000
Magiczny Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Magiczny,accessory,75,Legendarny,1217,985,2040,1200000
Runiczny Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Runiczny,accessory,75,Legendarny,1270,1028,2080,1200000
Przeklęty Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Przeklęty,accessory,75,Legendarny,1588,1285,1940,1200000
Święty Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Święty,accessory,75,Legendarny,1059,1199,2190,1200000
Mroczny Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Mroczny,accessory,75,Legendarny,1482,847,2040,1200000
Starożytny Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Starożytny,accessory,75,Legendarny,1323,1071,2120,1200000
